row_no,level,issue_code,message,sd_product_code,master_type,raw_value
821,warning,category_unregistered,category is empty.,HYNT23820AT,category,
821,warning,image_missing,No source image URLs found in 画像1〜3.,HYNT23820AT,,
822,warning,image_missing,No source image URLs found in 画像1〜3.,MIYY23821AT,,
823,warning,image_missing,No source image URLs found in 画像1〜3.,HYIV23822AT,,
824,warning,image_missing,No source image URLs found in 画像1〜3.,HYIV23823AT,,
825,warning,image_missing,No source image URLs found in 画像1〜3.,HYIV23824AT,,
826,warning,image_missing,No source image URLs found in 画像1〜3.,HYIV23825AT,,
827,warning,category_unregistered,category is empty.,HYTG23826AT,category,
827,warning,image_missing,No source image URLs found in 画像1〜3.,HYTG23826AT,,
828,warning,image_missing,No source image URLs found in 画像1〜3.,HYNB23827AT,,
829,warning,image_missing,No source image URLs found in 画像1〜3.,HYNB23828AT,,
830,warning,image_missing,No source image URLs found in 画像1〜3.,HYIV23829AT,,
831,warning,image_missing,No source image URLs found in 画像1〜3.,HYIV23830AT,,
832,warning,image_missing,No source image URLs found in 画像1〜3.,HYNB23831AT,,
833,warning,image_missing,No source image URLs found in 画像1〜3.,HYRE23832AT,,
834,warning,image_missing,No source image URLs found in 画像1〜3.,HYSW23833AT,,
835,warning,image_missing,No source image URLs found in 画像1〜3.,HYTG23834AT,,
836,warning,image_missing,No source image URLs found in 画像1〜3.,HYCY23835AT,,
837,warning,image_missing,No source image URLs found in 画像1〜3.,MIOT23836AT,,
837,warning,sd_product_code_validation,"Maker legacy code OT is shared by ['OLYMPIC', 'OTHER'].",MIOT23836AT,,
838,warning,image_missing,No source image URLs found in 画像1〜3.,HYNT23837AT,,
839,warning,image_missing,No source image URLs found in 画像1〜3.,MIOT23838AT,,
839,warning,sd_product_code_validation,"Maker legacy code OT is shared by ['OLYMPIC', 'OTHER'].",MIOT23838AT,,
840,warning,image_missing,No source image URLs found in 画像1〜3.,MIOT23839AT,,
840,warning,sd_product_code_validation,"Maker legacy code OT is shared by ['OLYMPIC', 'OTHER'].",MIOT23839AT,,
841,warning,image_missing,No source image URLs found in 画像1〜3.,HYTG23840AT,,
842,warning,image_missing,No source image URLs found in 画像1〜3.,HYTG23841AT,,
843,warning,image_missing,No source image URLs found in 画像1〜3.,HYTG23842AT,,
844,warning,image_missing,No source image URLs found in 画像1〜3.,HYIV23843AT,,
845,warning,image_missing,No source image URLs found in 画像1〜3.,HYTG23844AT,,
846,warning,image_missing,No source image URLs found in 画像1〜3.,HYCY23845AT,,
847,warning,image_missing,No source image URLs found in 画像1〜3.,HYIV23846AT,,
848,warning,image_missing,No source image URLs found in 画像1〜3.,HYIV23847AT,,
849,warning,image_missing,No source image URLs found in 画像1〜3.,HYIV23848AT,,
850,warning,image_missing,No source image URLs found in 画像1〜3.,HYTG23849AT,,
851,warning,image_missing,No source image URLs found in 画像1〜3.,HYTG23850AT,,
852,warning,image_missing,No source image URLs found in 画像1〜3.,HYTG23851AT,,
853,warning,image_missing,No source image URLs found in 画像1〜3.,HYPB23852AT,,
853,warning,sd_product_code_validation,"Maker legacy code PB is shared by ['PB', 'POWER_BLOCK'].",HYPB23852AT,,
854,warning,image_missing,No source image URLs found in 画像1〜3.,HYNT23853AT,,
855,warning,image_missing,No source image URLs found in 画像1〜3.,HYOT23854AT,,
855,warning,sd_product_code_validation,"Maker legacy code OT is shared by ['OLYMPIC', 'OTHER'].",HYOT23854AT,,
856,warning,image_missing,No source image URLs found in 画像1〜3.,HYOT23855AT,,
856,warning,sd_product_code_validation,"Maker legacy code OT is shared by ['OLYMPIC', 'OTHER'].",HYOT23855AT,,
857,warning,image_missing,No source image URLs found in 画像1〜3.,HYOT23856AT,,
857,warning,sd_product_code_validation,"Maker legacy code OT is shared by ['OLYMPIC', 'OTHER'].",HYOT23856AT,,
858,warning,image_missing,No source image URLs found in 画像1〜3.,MIOT23857AT,,
858,warning,sd_product_code_validation,"Maker legacy code OT is shared by ['OLYMPIC', 'OTHER'].",MIOT23857AT,,
859,warning,image_missing,No source image URLs found in 画像1〜3.,MIOT23858AT,,
859,warning,sd_product_code_validation,"Maker legacy code OT is shared by ['OLYMPIC', 'OTHER'].",MIOT23858AT,,
860,warning,image_missing,No source image URLs found in 画像1〜3.,MIOT23859AT,,
860,warning,sd_product_code_validation,"Maker legacy code OT is shared by ['OLYMPIC', 'OTHER'].",MIOT23859AT,,
861,warning,image_missing,No source image URLs found in 画像1〜3.,MIOT23860AT,,
861,warning,sd_product_code_validation,"Maker legacy code OT is shared by ['OLYMPIC', 'OTHER'].",MIOT23860AT,,
862,warning,image_missing,No source image URLs found in 画像1〜3.,MIIV23861AT,,
863,warning,image_missing,No source image URLs found in 画像1〜3.,MIOT23862AT,,
863,warning,sd_product_code_validation,"Maker legacy code OT is shared by ['OLYMPIC', 'OTHER'].",MIOT23862AT,,
864,warning,image_missing,No source image URLs found in 画像1〜3.,MIOT23863AT,,
864,warning,sd_product_code_validation,"Maker legacy code OT is shared by ['OLYMPIC', 'OTHER'].",MIOT23863AT,,
865,warning,image_missing,No source image URLs found in 画像1〜3.,HYMX23864AT,,
866,warning,image_missing,No source image URLs found in 画像1〜3.,HYPR23865AT,,
867,warning,image_missing,No source image URLs found in 画像1〜3.,HYIV23866AT,,
868,warning,image_missing,No source image URLs found in 画像1〜3.,HYIV23867AT,,
869,warning,image_missing,No source image URLs found in 画像1〜3.,HYIV23868AT,,
870,warning,image_missing,No source image URLs found in 画像1〜3.,HYIV23869AT,,
871,warning,image_missing,No source image URLs found in 画像1〜3.,HYIV23870AT,,
872,warning,image_missing,No source image URLs found in 画像1〜3.,HYIV23871AT,,
873,warning,image_missing,No source image URLs found in 画像1〜3.,HYIV23872AT,,
874,warning,image_missing,No source image URLs found in 画像1〜3.,MIIT23873AT,,
875,warning,image_missing,No source image URLs found in 画像1〜3.,HYCY23874AT,,
876,warning,image_missing,No source image URLs found in 画像1〜3.,HYCP23875AT,,
877,warning,image_missing,No source image URLs found in 画像1〜3.,HYCP23876AT,,
878,warning,image_missing,No source image URLs found in 画像1〜3.,HYOT23877AT,,
878,warning,sd_product_code_validation,"Maker legacy code OT is shared by ['OLYMPIC', 'OTHER'].",HYOT23877AT,,
879,warning,image_missing,No source image URLs found in 画像1〜3.,HYOT23878AT,,
879,warning,sd_product_code_validation,"Maker legacy code OT is shared by ['OLYMPIC', 'OTHER'].",HYOT23878AT,,
880,warning,image_missing,No source image URLs found in 画像1〜3.,KUFM23879AT,,
881,warning,image_missing,No source image URLs found in 画像1〜3.,MIYY23880AT,,
882,warning,image_missing,No source image URLs found in 画像1〜3.,HYCY23881AT,,
883,warning,image_missing,No source image URLs found in 画像1〜3.,HYMX23882AT,,
884,warning,image_missing,No source image URLs found in 画像1〜3.,MIYY23883AT,,
885,warning,image_missing,No source image URLs found in 画像1〜3.,MIHZ23884AT,,
886,warning,image_missing,No source image URLs found in 画像1〜3.,HYIV23885AT,,
887,warning,image_missing,No source image URLs found in 画像1〜3.,HYOT23886AT,,
887,warning,sd_product_code_validation,"Maker legacy code OT is shared by ['OLYMPIC', 'OTHER'].",HYOT23886AT,,
888,warning,image_missing,No source image URLs found in 画像1〜3.,HYOT23887AT,,
888,warning,sd_product_code_validation,"Maker legacy code OT is shared by ['OLYMPIC', 'OTHER'].",HYOT23887AT,,
889,warning,image_missing,No source image URLs found in 画像1〜3.,HYOT23888AT,,
889,warning,sd_product_code_validation,"Maker legacy code OT is shared by ['OLYMPIC', 'OTHER'].",HYOT23888AT,,
890,warning,image_missing,No source image URLs found in 画像1〜3.,MITG23889AT,,
891,warning,image_missing,No source image URLs found in 画像1〜3.,HYCY23890AT,,
892,warning,image_missing,No source image URLs found in 画像1〜3.,HYCY23891AT,,
893,warning,image_missing,No source image URLs found in 画像1〜3.,HYCY23892AT,,
894,warning,image_missing,No source image URLs found in 画像1〜3.,HYCY23893AT,,
895,warning,image_missing,No source image URLs found in 画像1〜3.,HYCY23894AT,,
896,warning,image_missing,No source image URLs found in 画像1〜3.,HYNP23895AT,,
897,warning,image_missing,No source image URLs found in 画像1〜3.,HYPR23896AT,,
898,warning,image_missing,No source image URLs found in 画像1〜3.,HYNT23897AT,,
899,warning,image_missing,No source image URLs found in 画像1〜3.,HYNT23898AT,,
900,warning,image_missing,No source image URLs found in 画像1〜3.,HYNT23899AT,,
901,warning,image_missing,No source image URLs found in 画像1〜3.,HYNT23900AT,,
902,warning,image_missing,No source image URLs found in 画像1〜3.,HYNT23901AT,,
903,warning,image_missing,No source image URLs found in 画像1〜3.,HYNT23902AT,,
904,warning,image_missing,No source image URLs found in 画像1〜3.,HYNT23903AT,,
905,warning,image_missing,No source image URLs found in 画像1〜3.,HYTG24904AT,,
906,warning,image_missing,No source image URLs found in 画像1〜3.,HNOT24905AT,,
906,warning,sd_product_code_validation,"Maker legacy code OT is shared by ['OLYMPIC', 'OTHER'].",HNOT24905AT,,
907,warning,image_missing,No source image URLs found in 画像1〜3.,HNOT24906AT,,
907,warning,sd_product_code_validation,"Maker legacy code OT is shared by ['OLYMPIC', 'OTHER'].",HNOT24906AT,,
908,warning,image_missing,No source image URLs found in 画像1〜3.,HNOT24907AT,,
908,warning,sd_product_code_validation,"Maker legacy code OT is shared by ['OLYMPIC', 'OTHER'].",HNOT24907AT,,
909,warning,image_missing,No source image URLs found in 画像1〜3.,HNOT24908AT,,
909,warning,sd_product_code_validation,"Maker legacy code OT is shared by ['OLYMPIC', 'OTHER'].",HNOT24908AT,,
910,warning,image_missing,No source image URLs found in 画像1〜3.,HYIC24909AT,,
911,warning,image_missing,No source image URLs found in 画像1〜3.,HYNT24910AT,,
912,warning,image_missing,No source image URLs found in 画像1〜3.,HNTR24911AT,,
913,warning,image_missing,No source image URLs found in 画像1〜3.,HNOT24912AT,,
913,warning,sd_product_code_validation,"Maker legacy code OT is shared by ['OLYMPIC', 'OTHER'].",HNOT24912AT,,
914,warning,image_missing,No source image URLs found in 画像1〜3.,HNOT24913AT,,
914,warning,sd_product_code_validation,"Maker legacy code OT is shared by ['OLYMPIC', 'OTHER'].",HNOT24913AT,,
915,warning,image_missing,No source image URLs found in 画像1〜3.,HNOT24914AT,,
915,warning,sd_product_code_validation,"Maker legacy code OT is shared by ['OLYMPIC', 'OTHER'].",HNOT24914AT,,
916,warning,image_missing,No source image URLs found in 画像1〜3.,HYMX24915AT,,
917,warning,image_missing,No source image URLs found in 画像1〜3.,HYNT25916AT,,
918,warning,image_missing,No source image URLs found in 画像1〜3.,HYTR25917AT,,
919,warning,image_missing,No source image URLs found in 画像1〜3.,HYNT25918AT,,
920,warning,image_missing,No source image URLs found in 画像1〜3.,HYUV25919AT,,
921,warning,image_missing,No source image URLs found in 画像1〜3.,HYSN25920AT,,
922,warning,image_missing,No source image URLs found in 画像1〜3.,HYTG25921AT,,
923,warning,image_missing,No source image URLs found in 画像1〜3.,HYTG25922AT,,
924,warning,image_missing,No source image URLs found in 画像1〜3.,HYMX26923AT,,
925,warning,image_missing,No source image URLs found in 画像1〜3.,HYCY26924AT,,
