row_no,level,issue_code,message,sd_product_code,master_type,raw_value
2,warning,image_url_suspicious,画像1 is not a URL and was excluded from source_image_urls_json.,OOB116001AT,image,中村様
2,warning,image_url_suspicious,画像3 is not a URL and was excluded from source_image_urls_json.,OOB116001AT,image,見積中
2,warning,image_missing,No source image URLs found in 画像1〜3.,OOB116001AT,,
3,warning,image_missing,No source image URLs found in 画像1〜3.,OOB116002AT,,
4,warning,image_missing,No source image URLs found in 画像1〜3.,OOCY16003LG,,
5,warning,image_missing,No source image URLs found in 画像1〜3.,OOCY16004CH,,
6,warning,image_missing,No source image URLs found in 画像1〜3.,HYCY17005BK,,
7,warning,image_missing,No source image URLs found in 画像1〜3.,OOCY15006AT,,
8,warning,image_missing,No source image URLs found in 画像1〜3.,OOEG15007AT,,
9,warning,image_missing,No source image URLs found in 画像1〜3.,OOEL15008AT,,
10,warning,image_missing,No source image URLs found in 画像1〜3.,HYEL15009AT,,
11,warning,image_missing,No source image URLs found in 画像1〜3.,OOEL15010AT,,
12,warning,image_missing,No source image URLs found in 画像1〜3.,OOEL15011AT,,
13,warning,image_missing,No source image URLs found in 画像1〜3.,HYEL15012AT,,
14,warning,image_missing,No source image URLs found in 画像1〜3.,HYEL15013AT,,
15,warning,image_missing,No source image URLs found in 画像1〜3.,OOEL15014AT,,
16,warning,image_missing,No source image URLs found in 画像1〜3.,OOEL15015AT,,
17,warning,image_missing,No source image URLs found in 画像1〜3.,OOEL15016AT,,
18,warning,image_missing,No source image URLs found in 画像1〜3.,OOEL15017AT,,
19,warning,image_missing,No source image URLs found in 画像1〜3.,OOEL15018AT,,
19,warning,sd_product_code_validation,Legacy maker code EL is accepted for expected EV.,OOEL15018AT,,
20,warning,image_missing,No source image URLs found in 画像1〜3.,OOFL16019AT,,
21,warning,image_missing,No source image URLs found in 画像1〜3.,OOFL16020AT,,
22,warning,image_missing,No source image URLs found in 画像1〜3.,OOFL16021AT,,
23,warning,image_missing,No source image URLs found in 画像1〜3.,OOFL16022AT,,
24,warning,image_missing,No source image URLs found in 画像1〜3.,OOFL16023AB,,
25,warning,image_missing,No source image URLs found in 画像1〜3.,OOFL17024AT,,
26,warning,image_missing,No source image URLs found in 画像1〜3.,OOFL15025AT,,
27,warning,image_missing,No source image URLs found in 画像1〜3.,OOFL15026AM,,
28,warning,image_missing,No source image URLs found in 画像1〜3.,OOFL15027AT,,
29,warning,image_missing,No source image URLs found in 画像1〜3.,OOFL15028AT,,
30,warning,image_missing,No source image URLs found in 画像1〜3.,OOFL15029AT,,
31,warning,image_missing,No source image URLs found in 画像1〜3.,OOFL16030AT,,
32,warning,image_missing,No source image URLs found in 画像1〜3.,OOFL16031LG,,
33,warning,image_missing,No source image URLs found in 画像1〜3.,OOFL15032AT,,
34,warning,image_missing,No source image URLs found in 画像1〜3.,OOFL15033AT,,
35,warning,image_missing,No source image URLs found in 画像1〜3.,OOFM17034BK,,
36,warning,image_missing,No source image URLs found in 画像1〜3.,OOGG15035AT,,
37,warning,image_missing,No source image URLs found in 画像1〜3.,OOGP16036AT,,
38,warning,image_missing,No source image URLs found in 画像1〜3.,OOHs18037AT,,
38,warning,sd_product_code_validation,"Maker legacy code HS is shared by ['HAMMER_STRENGTH', 'HS'].",OOHs18037AT,,
39,warning,image_missing,No source image URLs found in 画像1〜3.,OOIC16038SH,,
40,warning,image_missing,No source image URLs found in 画像1〜3.,OOIC16039CH,,
41,warning,image_missing,No source image URLs found in 画像1〜3.,OOIC17040AT,,
42,warning,image_missing,No source image URLs found in 画像1〜3.,OOISAT041AT,,
42,warning,sd_product_code_validation,Legacy purchase year code AT is accepted for existing data.,OOISAT041AT,,
43,warning,image_missing,No source image URLs found in 画像1〜3.,OOIG15042AT,,
43,warning,sd_product_code_validation,"Maker legacy code IG is shared by ['IGNIO', 'IRON_GRIP'].",OOIG15042AT,,
44,warning,image_missing,No source image URLs found in 画像1〜3.,OOIG15043AT,,
44,warning,sd_product_code_validation,"Maker legacy code IG is shared by ['IGNIO', 'IRON_GRIP'].",OOIG15043AT,,
45,warning,image_missing,No source image URLs found in 画像1〜3.,OOIG15044AT,,
45,warning,sd_product_code_validation,"Maker legacy code IG is shared by ['IGNIO', 'IRON_GRIP'].",OOIG15044AT,,
46,warning,image_missing,No source image URLs found in 画像1〜3.,OOIV16045AT,,
47,warning,image_missing,No source image URLs found in 画像1〜3.,OOIV16046AM,,
48,warning,image_missing,No source image URLs found in 画像1〜3.,OOIV16047AT,,
49,warning,image_missing,No source image URLs found in 画像1〜3.,OOIV16048AT,,
50,warning,image_missing,No source image URLs found in 画像1〜3.,OOIV16049AT,,
51,warning,image_missing,No source image URLs found in 画像1〜3.,OOIV16050AT,,
52,warning,image_missing,No source image URLs found in 画像1〜3.,OOIV16051AT,,
53,warning,image_missing,No source image URLs found in 画像1〜3.,HYIV16052AT,,
54,warning,image_missing,No source image URLs found in 画像1〜3.,OOIV16053AT,,
55,warning,image_missing,No source image URLs found in 画像1〜3.,OOIV16054AT,,
56,warning,image_missing,No source image URLs found in 画像1〜3.,OOIV16055AT,,
57,warning,image_missing,No source image URLs found in 画像1〜3.,OOIV16056AT,,
58,warning,image_missing,No source image URLs found in 画像1〜3.,OOIV16057AT,,
59,warning,image_missing,No source image URLs found in 画像1〜3.,OOIV16058AT,,
60,warning,image_missing,No source image URLs found in 画像1〜3.,OOIV16059AT,,
61,warning,image_missing,No source image URLs found in 画像1〜3.,OOIVAT060BK,,
61,warning,sd_product_code_validation,Legacy purchase year code AT is accepted for existing data. | Legacy maker code IV is accepted for expected LGF.,OOIVAT060BK,,
62,warning,image_missing,No source image URLs found in 画像1〜3.,OOLF16061AB,,
62,warning,sd_product_code_validation,"Maker legacy code LF is shared by ['LAFITNESS', 'LIFE_FITNESS'].",OOLF16061AB,,
63,warning,image_missing,No source image URLs found in 画像1〜3.,OOLF16062AM,,
63,warning,sd_product_code_validation,"Maker legacy code LF is shared by ['LAFITNESS', 'LIFE_FITNESS'].",OOLF16062AM,,
64,warning,image_missing,No source image URLs found in 画像1〜3.,OOLF15063AT,,
64,warning,sd_product_code_validation,"Maker legacy code LF is shared by ['LAFITNESS', 'LIFE_FITNESS'].",OOLF15063AT,,
65,warning,image_missing,No source image URLs found in 画像1〜3.,OOLF15064LG,,
65,warning,sd_product_code_validation,"Maker legacy code LF is shared by ['LAFITNESS', 'LIFE_FITNESS'].",OOLF15064LG,,
66,warning,image_missing,No source image URLs found in 画像1〜3.,HYMX17065BK,,
67,warning,image_missing,No source image URLs found in 画像1〜3.,HYMX17066CH,,
68,warning,image_missing,No source image URLs found in 画像1〜3.,HYNB16067AT,,
69,warning,image_missing,No source image URLs found in 画像1〜3.,HYNP18068BI,,
70,warning,image_missing,No source image URLs found in 画像1〜3.,OONS16069AM,,
71,warning,image_missing,No source image URLs found in 画像1〜3.,OONS16070AM,,
72,warning,image_missing,No source image URLs found in 画像1〜3.,OONS15071AT,,
73,warning,image_missing,No source image URLs found in 画像1〜3.,OOPR18072CH,,
74,warning,image_missing,No source image URLs found in 画像1〜3.,OOPR18073SH,,
75,warning,image_missing,No source image URLs found in 画像1〜3.,OOPT17074AT,,
76,warning,image_missing,No source image URLs found in 画像1〜3.,HYRB16075LG,,
77,warning,image_missing,No source image URLs found in 画像1〜3.,HYRG20076AT,,
78,warning,image_missing,No source image URLs found in 画像1〜3.,OOSW15077AT,,
79,warning,image_missing,No source image URLs found in 画像1〜3.,OOSN15078AT,,
80,warning,image_missing,No source image URLs found in 画像1〜3.,SASN15079CH,,
81,warning,image_missing,No source image URLs found in 画像1〜3.,HYSD16080AT,,
82,warning,image_missing,No source image URLs found in 画像1〜3.,OOSD16081AT,,
83,warning,image_missing,No source image URLs found in 画像1〜3.,OOSD15082AT,,
84,warning,image_missing,No source image URLs found in 画像1〜3.,OOIR15083AT,,
85,warning,image_missing,No source image URLs found in 画像1〜3.,HYYK15084AT,,
86,warning,image_missing,No source image URLs found in 画像1〜3.,OOGX15085AT,,
87,warning,image_missing,No source image URLs found in 画像1〜3.,OOGX15086SH,,
88,warning,image_missing,No source image URLs found in 画像1〜3.,HYKT16087AT,,
88,warning,sd_product_code_validation,Legacy maker code KT is accepted for expected KO.,HYKT16087AT,,
89,warning,image_missing,No source image URLs found in 画像1〜3.,OONT17088LG,,
90,warning,image_missing,No source image URLs found in 画像1〜3.,OONT18089BK,,
91,warning,image_missing,No source image URLs found in 画像1〜3.,OONT15090AT,,
92,warning,image_missing,No source image URLs found in 画像1〜3.,OONT15091CH,,
93,warning,image_missing,No source image URLs found in 画像1〜3.,OONT15092AT,,
94,warning,image_missing,No source image URLs found in 画像1〜3.,OONT15093AT,,
95,warning,image_url_suspicious,画像1 is not a URL and was excluded from source_image_urls_json.,OONT15094AM,image,池田
95,warning,image_url_suspicious,画像3 is not a URL and was excluded from source_image_urls_json.,OONT15094AM,image,見積中
95,warning,image_missing,No source image URLs found in 画像1〜3.,OONT15094AM,,
96,warning,image_missing,No source image URLs found in 画像1〜3.,OONT15095AT,,
97,warning,image_missing,No source image URLs found in 画像1〜3.,OONT15096AT,,
98,warning,image_missing,No source image URLs found in 画像1〜3.,OONT15097AT,,
99,warning,image_missing,No source image URLs found in 画像1〜3.,OONT15098LG,,
100,warning,image_missing,No source image URLs found in 画像1〜3.,OONT15099AT,,
101,warning,image_missing,No source image URLs found in 画像1〜3.,OONT15100AT,,
102,warning,image_missing,No source image URLs found in 画像1〜3.,HYNT15101AT,,
103,warning,image_missing,No source image URLs found in 画像1〜3.,OONT15102AT,,
104,warning,image_missing,No source image URLs found in 画像1〜3.,OONT15103AT,,
105,warning,image_missing,No source image URLs found in 画像1〜3.,OONT15104AT,,
106,warning,image_missing,No source image URLs found in 画像1〜3.,OONT15105AM,,
107,warning,image_missing,No source image URLs found in 画像1〜3.,OONT15106AT,,
108,warning,image_missing,No source image URLs found in 画像1〜3.,OONT16107CH,,
109,warning,image_missing,No source image URLs found in 画像1〜3.,OONT16108AM,,
110,warning,image_missing,No source image URLs found in 画像1〜3.,OONT16109AM,,
111,warning,image_missing,No source image URLs found in 画像1〜3.,OONT16110AT,,
112,warning,image_missing,No source image URLs found in 画像1〜3.,OONT16111AT,,
113,warning,image_missing,No source image URLs found in 画像1〜3.,OONT16112BK,,
114,warning,image_missing,No source image URLs found in 画像1〜3.,OONT16113BK,,
115,warning,image_missing,No source image URLs found in 画像1〜3.,OONT16114AT,,
116,warning,image_missing,No source image URLs found in 画像1〜3.,OONT16115AT,,
117,warning,category_unregistered,category is empty.,OONT16116AT,category,
117,warning,image_missing,No source image URLs found in 画像1〜3.,OONT16116AT,,
118,warning,image_missing,No source image URLs found in 画像1〜3.,OONT16117AM,,
119,warning,image_url_suspicious,画像1 is not a URL and was excluded from source_image_urls_json.,OONT16118AB,image,ミッキー
119,warning,image_url_suspicious,画像3 is not a URL and was excluded from source_image_urls_json.,OONT16118AB,image,見積中
119,warning,image_missing,No source image URLs found in 画像1〜3.,OONT16118AB,,
120,warning,image_missing,No source image URLs found in 画像1〜3.,OONT16119AT,,
121,warning,image_missing,No source image URLs found in 画像1〜3.,OONT16120AT,,
122,warning,image_missing,No source image URLs found in 画像1〜3.,OONT16121LG,,
123,warning,image_missing,No source image URLs found in 画像1〜3.,OONT16122AT,,
124,warning,image_missing,No source image URLs found in 画像1〜3.,OONT16123AB,,
125,warning,image_missing,No source image URLs found in 画像1〜3.,OONT16124,,
125,warning,sd_product_code_validation,"Legacy empty part code detected. Existing code is accepted, but new numbering should use a non-empty part code.",OONT16124,,
126,warning,image_missing,No source image URLs found in 画像1〜3.,OONB16125AT,,
127,warning,image_missing,No source image URLs found in 画像1〜3.,OONB16126AT,,
128,warning,image_missing,No source image URLs found in 画像1〜3.,OONB16127AT,,
129,warning,image_missing,No source image URLs found in 画像1〜3.,OONB16128AT,,
130,warning,image_missing,No source image URLs found in 画像1〜3.,OONB16129AT,,
131,warning,image_missing,No source image URLs found in 画像1〜3.,OONB16130AT,,
132,warning,image_missing,No source image URLs found in 画像1〜3.,OONB16131AT,,
133,warning,image_missing,No source image URLs found in 画像1〜3.,OONB16132AT,,
134,warning,image_missing,No source image URLs found in 画像1〜3.,HYNB17133AT,,
135,warning,image_missing,No source image URLs found in 画像1〜3.,OONB15134AT,,
136,warning,image_missing,No source image URLs found in 画像1〜3.,OONB15135AT,,
137,warning,image_missing,No source image URLs found in 画像1〜3.,OONB15136AT,,
138,warning,image_missing,No source image URLs found in 画像1〜3.,OONB15137AT,,
139,warning,image_missing,No source image URLs found in 画像1〜3.,OONB15138AT,,
140,warning,image_missing,No source image URLs found in 画像1〜3.,OONB15139AT,,
141,warning,image_missing,No source image URLs found in 画像1〜3.,OONB15140AT,,
142,warning,image_missing,No source image URLs found in 画像1〜3.,OONB15141AT,,
143,warning,image_missing,No source image URLs found in 画像1〜3.,OONB15142AT,,
144,warning,image_missing,No source image URLs found in 画像1〜3.,OONB15143AT,,
145,warning,image_missing,No source image URLs found in 画像1〜3.,OONB15144AT,,
146,warning,image_missing,No source image URLs found in 画像1〜3.,SANB15145AT,,
147,warning,image_missing,No source image URLs found in 画像1〜3.,OOHS16146AM,,
147,warning,sd_product_code_validation,"Maker legacy code HS is shared by ['HAMMER_STRENGTH', 'HS'].",OOHS16146AM,,
148,warning,image_missing,No source image URLs found in 画像1〜3.,OOHS16147AT,,
148,warning,sd_product_code_validation,"Maker legacy code HS is shared by ['HAMMER_STRENGTH', 'HS'].",OOHS16147AT,,
149,warning,image_missing,No source image URLs found in 画像1〜3.,OOHS16148AT,,
149,warning,sd_product_code_validation,"Maker legacy code HS is shared by ['HAMMER_STRENGTH', 'HS'].",OOHS16148AT,,
150,warning,image_url_suspicious,画像1 is not a URL and was excluded from source_image_urls_json.,OOHS16149CH,image,中村様
150,warning,image_url_suspicious,画像3 is not a URL and was excluded from source_image_urls_json.,OOHS16149CH,image,見積中
150,warning,image_missing,No source image URLs found in 画像1〜3.,OOHS16149CH,,
150,warning,sd_product_code_validation,"Maker legacy code HS is shared by ['HAMMER_STRENGTH', 'HS'].",OOHS16149CH,,
151,warning,image_missing,No source image URLs found in 画像1〜3.,OOHS16150AT,,
151,warning,sd_product_code_validation,"Maker legacy code HS is shared by ['HAMMER_STRENGTH', 'HS'].",OOHS16150AT,,
152,warning,image_missing,No source image URLs found in 画像1〜3.,OOHS16151AT,,
152,warning,sd_product_code_validation,"Maker legacy code HS is shared by ['HAMMER_STRENGTH', 'HS'].",OOHS16151AT,,
153,warning,image_url_suspicious,画像1 is not a URL and was excluded from source_image_urls_json.,OOHS16152AT,image,中村様
153,warning,image_url_suspicious,画像3 is not a URL and was excluded from source_image_urls_json.,OOHS16152AT,image,見積中
153,warning,image_missing,No source image URLs found in 画像1〜3.,OOHS16152AT,,
153,warning,sd_product_code_validation,"Maker legacy code HS is shared by ['HAMMER_STRENGTH', 'HS'].",OOHS16152AT,,
154,warning,image_missing,No source image URLs found in 画像1〜3.,OOHS18153AT,,
154,warning,sd_product_code_validation,"Maker legacy code HS is shared by ['HAMMER_STRENGTH', 'HS'].",OOHS18153AT,,
155,warning,image_missing,No source image URLs found in 画像1〜3.,OOHS17154LG,,
155,warning,sd_product_code_validation,"Maker legacy code HS is shared by ['HAMMER_STRENGTH', 'HS'].",OOHS17154LG,,
156,warning,image_missing,No source image URLs found in 画像1〜3.,OOHS15155AT,,
156,warning,sd_product_code_validation,"Maker legacy code HS is shared by ['HAMMER_STRENGTH', 'HS'].",OOHS15155AT,,
157,warning,image_missing,No source image URLs found in 画像1〜3.,OOHS15156AT,,
157,warning,sd_product_code_validation,"Maker legacy code HS is shared by ['HAMMER_STRENGTH', 'HS'].",OOHS15156AT,,
158,warning,image_missing,No source image URLs found in 画像1〜3.,OOBL16157AT,,
159,warning,image_missing,No source image URLs found in 画像1〜3.,OOBL16158AT,,
160,warning,image_missing,No source image URLs found in 画像1〜3.,OOBL16159AT,,
161,warning,image_missing,No source image URLs found in 画像1〜3.,OOBL16160AT,,
162,warning,image_missing,No source image URLs found in 画像1〜3.,HYBL16161AT,,
163,warning,image_missing,No source image URLs found in 画像1〜3.,OOBL16162AT,,
164,warning,image_missing,No source image URLs found in 画像1〜3.,OOBL16163AT,,
165,warning,image_missing,No source image URLs found in 画像1〜3.,OOBL16164AT,,
166,warning,image_missing,No source image URLs found in 画像1〜3.,OOBL16165AT,,
167,warning,image_missing,No source image URLs found in 画像1〜3.,OOBL16166AT,,
168,warning,image_missing,No source image URLs found in 画像1〜3.,OOBL16167AT,,
169,warning,image_missing,No source image URLs found in 画像1〜3.,OOBL16168AT,,
170,warning,image_missing,No source image URLs found in 画像1〜3.,OOBL16169AT,,
171,warning,image_missing,No source image URLs found in 画像1〜3.,OOBL16170AT,,
172,warning,image_missing,No source image URLs found in 画像1〜3.,OOBL16171AT,,
173,warning,image_missing,No source image URLs found in 画像1〜3.,OOBL16172AT,,
174,warning,image_missing,No source image URLs found in 画像1〜3.,OOHT16173AB,,
175,warning,image_missing,No source image URLs found in 画像1〜3.,OOHT15174LG,,
176,warning,store_unregistered,store is empty.,ATBMAT175AT,store,
176,warning,image_missing,No source image URLs found in 画像1〜3.,ATBMAT175AT,,
176,warning,sd_product_code_validation,"Legacy purchase year code AT is accepted for existing data. | Maker legacy code BM is shared by ['BODY_MAKER', 'BODY_MASTERS'].",ATBMAT175AT,,
177,warning,image_missing,No source image URLs found in 画像1〜3.,OOBM16176LG,,
177,warning,sd_product_code_validation,"Maker legacy code BM is shared by ['BODY_MAKER', 'BODY_MASTERS'].",OOBM16176LG,,
178,warning,image_missing,No source image URLs found in 画像1〜3.,OOBM15177AT,,
178,warning,sd_product_code_validation,"Maker legacy code BM is shared by ['BODY_MAKER', 'BODY_MASTERS'].",OOBM15177AT,,
179,warning,image_missing,No source image URLs found in 画像1〜3.,OOBM15178AT,,
179,warning,sd_product_code_validation,"Maker legacy code BM is shared by ['BODY_MAKER', 'BODY_MASTERS'].",OOBM15178AT,,
180,warning,image_missing,No source image URLs found in 画像1〜3.,OOBM15179AT,,
180,warning,sd_product_code_validation,"Maker legacy code BM is shared by ['BODY_MAKER', 'BODY_MASTERS'].",OOBM15179AT,,
181,warning,image_missing,No source image URLs found in 画像1〜3.,OOBM15180AT,,
181,warning,sd_product_code_validation,"Maker legacy code BM is shared by ['BODY_MAKER', 'BODY_MASTERS'].",OOBM15180AT,,
182,warning,image_missing,No source image URLs found in 画像1〜3.,OOBM15181AT,,
182,warning,sd_product_code_validation,"Maker legacy code BM is shared by ['BODY_MAKER', 'BODY_MASTERS'].",OOBM15181AT,,
183,warning,image_missing,No source image URLs found in 画像1〜3.,OOMGAT182AT,,
183,warning,sd_product_code_validation,Legacy purchase year code AT is accepted for existing data.,OOMGAT182AT,,
184,warning,image_missing,No source image URLs found in 画像1〜3.,HYMC15183AT,,
184,warning,sd_product_code_validation,"Maker legacy code MC is shared by ['MAXICAM', 'MUSCLE_CLAMP'].",HYMC15183AT,,
185,warning,image_missing,No source image URLs found in 画像1〜3.,OONT18184AT,,
186,warning,image_missing,No source image URLs found in 画像1〜3.,OOPM18185AT,,
187,warning,image_missing,No source image URLs found in 画像1〜3.,OOCY18186AT,,
188,warning,image_missing,No source image URLs found in 画像1〜3.,OOFL18187AT,,
189,warning,image_missing,No source image URLs found in 画像1〜3.,OOHS18188AT,,
189,warning,sd_product_code_validation,"Maker legacy code HS is shared by ['HAMMER_STRENGTH', 'HS'].",OOHS18188AT,,
190,warning,image_missing,No source image URLs found in 画像1〜3.,OONT18189AT,,
191,warning,store_unregistered,store is empty.,ATNT18190AT,store,
191,warning,image_missing,No source image URLs found in 画像1〜3.,ATNT18190AT,,
192,warning,image_missing,No source image URLs found in 画像1〜3.,HYBL18191AT,,
193,warning,image_missing,No source image URLs found in 画像1〜3.,HYBL18192AT,,
194,warning,image_missing,No source image URLs found in 画像1〜3.,HYBL18193AT,,
195,warning,image_missing,No source image URLs found in 画像1〜3.,HYKT18194AT,,
195,warning,sd_product_code_validation,Legacy maker code KT is accepted for expected KO.,HYKT18194AT,,
196,warning,image_missing,No source image URLs found in 画像1〜3.,HYKT18195AT,,
196,warning,sd_product_code_validation,Legacy maker code KT is accepted for expected KO.,HYKT18195AT,,
197,warning,image_missing,No source image URLs found in 画像1〜3.,SASN18196AT,,
198,warning,image_missing,No source image URLs found in 画像1〜3.,SASN18197AT,,
199,warning,image_missing,No source image URLs found in 画像1〜3.,SASN18198AT,,
200,warning,image_missing,No source image URLs found in 画像1〜3.,SASN18199AT,,
201,warning,image_missing,No source image URLs found in 画像1〜3.,SASN18200AT,,
202,warning,image_missing,No source image URLs found in 画像1〜3.,SASN18201AT,,
203,warning,image_missing,No source image URLs found in 画像1〜3.,SATC18202AT,,
204,warning,image_missing,No source image URLs found in 画像1〜3.,SAFR18203AT,,
205,warning,image_missing,No source image URLs found in 画像1〜3.,SANB18204AT,,
206,warning,image_missing,No source image URLs found in 画像1〜3.,SACY18205AT,,
207,warning,image_missing,No source image URLs found in 画像1〜3.,SACY18206AT,,
208,warning,image_missing,No source image URLs found in 画像1〜3.,SAPR18207AT,,
209,warning,image_missing,No source image URLs found in 画像1〜3.,SANT18208AT,,
210,warning,image_missing,No source image URLs found in 画像1〜3.,MIUV15209AT,,
211,warning,image_missing,No source image URLs found in 画像1〜3.,MINT17210AT,,
212,warning,image_missing,No source image URLs found in 画像1〜3.,MIYY18211AT,,
213,warning,image_missing,No source image URLs found in 画像1〜3.,MITF18212AT,,
214,warning,image_missing,No source image URLs found in 画像1〜3.,MIIg18213AT,,
214,warning,sd_product_code_validation,"Maker legacy code IG is shared by ['IGNIO', 'IRON_GRIP'].",MIIg18213AT,,
215,warning,image_missing,No source image URLs found in 画像1〜3.,MIYY18214AT,,
216,warning,image_missing,No source image URLs found in 画像1〜3.,SAMX18215AT,,
217,warning,image_missing,No source image URLs found in 画像1〜3.,SAMX18216AT,,
218,warning,image_missing,No source image URLs found in 画像1〜3.,SAMX18217AT,,
219,warning,image_missing,No source image URLs found in 画像1〜3.,MIUV18218AT,,
220,warning,image_missing,No source image URLs found in 画像1〜3.,OONT18219AT,,
221,warning,image_missing,No source image URLs found in 画像1〜3.,OONT18220AT,,
222,warning,image_missing,No source image URLs found in 画像1〜3.,OOPR18221AT,,
223,warning,image_missing,No source image URLs found in 画像1〜3.,SASN18222AT,,
224,warning,image_missing,No source image URLs found in 画像1〜3.,SAMX18223AT,,
225,warning,image_missing,No source image URLs found in 画像1〜3.,SAMX18224AT,,
226,warning,image_missing,No source image URLs found in 画像1〜3.,OOIV18225AT,,
227,warning,image_missing,No source image URLs found in 画像1〜3.,OOIV18226AT,,
228,warning,image_missing,No source image URLs found in 画像1〜3.,OONB18227AT,,
229,warning,image_missing,No source image URLs found in 画像1〜3.,OONB18228AT,,
230,warning,image_missing,No source image URLs found in 画像1〜3.,OOHT18229AT,,
231,warning,image_missing,No source image URLs found in 画像1〜3.,OOIV18230AT,,
232,warning,image_missing,No source image URLs found in 画像1〜3.,HYIV18231AT,,
233,warning,image_missing,No source image URLs found in 画像1〜3.,OOIV18232AT,,
234,warning,image_missing,No source image URLs found in 画像1〜3.,OOIV18233AT,,
235,warning,image_missing,No source image URLs found in 画像1〜3.,OOIV18234AT,,
236,warning,image_missing,No source image URLs found in 画像1〜3.,HYIV18235AT,,
237,warning,image_missing,No source image URLs found in 画像1〜3.,OOIV18236AT,,
238,warning,image_missing,No source image URLs found in 画像1〜3.,HYIV18237AT,,
239,warning,image_missing,No source image URLs found in 画像1〜3.,OOIV18238AT,,
240,warning,image_missing,No source image URLs found in 画像1〜3.,OOPM18239AT,,
241,warning,image_missing,No source image URLs found in 画像1〜3.,SAMX18240AT,,
242,warning,image_missing,No source image URLs found in 画像1〜3.,MDHZMD241AT,,
243,warning,image_missing,No source image URLs found in 画像1〜3.,MDHZMD242AT,,
244,warning,image_missing,No source image URLs found in 画像1〜3.,MDHZMD243AT,,
245,warning,image_missing,No source image URLs found in 画像1〜3.,MDHZMD244AT,,
246,warning,image_missing,No source image URLs found in 画像1〜3.,MDHZMD245AT,,
247,warning,image_missing,No source image URLs found in 画像1〜3.,MDHZMD246AT,,
248,warning,image_missing,No source image URLs found in 画像1〜3.,MDHZMD247AT,,
249,warning,image_missing,No source image URLs found in 画像1〜3.,MDHZMD248AT,,
250,warning,image_missing,No source image URLs found in 画像1〜3.,MDHZMD249AT,,
251,warning,image_missing,No source image URLs found in 画像1〜3.,SANT18250LG,,
252,warning,image_missing,No source image URLs found in 画像1〜3.,HYCY16251AB,,
253,warning,image_missing,No source image URLs found in 画像1〜3.,HYIV18252AT,,
254,warning,image_missing,No source image URLs found in 画像1〜3.,HYIV18253AT,,
255,warning,image_missing,No source image URLs found in 画像1〜3.,HYIV18254AT,,
256,warning,image_missing,No source image URLs found in 画像1〜3.,HYIV18255AT,,
257,warning,image_missing,No source image URLs found in 画像1〜3.,HYIV18256AT,,
258,warning,image_missing,No source image URLs found in 画像1〜3.,HYCY19257AT,,
259,warning,image_missing,No source image URLs found in 画像1〜3.,HYSI19258AT,,
260,warning,image_missing,No source image URLs found in 画像1〜3.,HYBL18259AT,,
261,warning,image_missing,No source image URLs found in 画像1〜3.,OONT19260AT,,
262,warning,image_missing,No source image URLs found in 画像1〜3.,OONT19261AT,,
263,warning,image_missing,No source image URLs found in 画像1〜3.,OOPR19262AT,,
264,warning,image_missing,No source image URLs found in 画像1〜3.,OOCY19263AT,,
265,warning,image_missing,No source image URLs found in 画像1〜3.,OONT19264AT,,
266,warning,image_missing,No source image URLs found in 画像1〜3.,OONT19265AT,,
267,warning,image_missing,No source image URLs found in 画像1〜3.,OOCY19266AT,,
268,warning,image_missing,No source image URLs found in 画像1〜3.,OOIV19267AT,,
269,warning,image_missing,No source image URLs found in 画像1〜3.,OOIV19268AT,,
270,warning,image_missing,No source image URLs found in 画像1〜3.,OOIV19269AT,,
271,warning,image_missing,No source image URLs found in 画像1〜3.,OOMX19270AT,,
272,warning,image_missing,No source image URLs found in 画像1〜3.,OOMX19271AT,,
273,warning,image_missing,No source image URLs found in 画像1〜3.,OOMX19272AT,,
274,warning,image_missing,No source image URLs found in 画像1〜3.,OOMX19273AT,,
275,warning,image_missing,No source image URLs found in 画像1〜3.,HYMX19274AT,,
276,warning,image_missing,No source image URLs found in 画像1〜3.,OOZV19275AT,,
277,warning,image_missing,No source image URLs found in 画像1〜3.,OOZV19276AT,,
278,warning,image_missing,No source image URLs found in 画像1〜3.,OOZV19277AT,,
279,warning,image_missing,No source image URLs found in 画像1〜3.,OOZV19278AT,,
280,warning,image_missing,No source image URLs found in 画像1〜3.,OOZV19279AT,,
281,warning,image_missing,No source image URLs found in 画像1〜3.,OOZV19280AT,,
282,warning,image_missing,No source image URLs found in 画像1〜3.,OOZV19281AT,,
283,warning,image_missing,No source image URLs found in 画像1〜3.,OOZV19282AT,,
284,warning,image_missing,No source image URLs found in 画像1〜3.,SAMX19283AT,,
285,warning,image_missing,No source image URLs found in 画像1〜3.,OOLF19284AT,,
285,warning,sd_product_code_validation,"Maker legacy code LF is shared by ['LAFITNESS', 'LIFE_FITNESS'].",OOLF19284AT,,
286,warning,image_missing,No source image URLs found in 画像1〜3.,OOTG19285AT,,
287,warning,image_missing,No source image URLs found in 画像1〜3.,OOTG19286AT,,
288,warning,image_missing,No source image URLs found in 画像1〜3.,HYHS19287AT,,
288,warning,sd_product_code_validation,"Maker legacy code HS is shared by ['HAMMER_STRENGTH', 'HS'].",HYHS19287AT,,
289,warning,image_missing,No source image URLs found in 画像1〜3.,OOFL19288AT,,
290,warning,image_missing,No source image URLs found in 画像1〜3.,OOCY19289AT,,
291,warning,image_missing,No source image URLs found in 画像1〜3.,SATG19290AT,,
